CPU,Cores,CPU BenchMark,Single-Thread BenchMark,TDP (W),Socket,Category
ARM Cortex-A72 4 Core 2100 MHz,4,674,545,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2200 MHz,4,815,603,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2208 MHz,4,2290,623,NA,Unknown,Unknown
ARM Cortex-A72 4 Core 2300 MHz,4,915,669,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2394 MHz,4,1254,800,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2400 MHz,4,1295,830,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2800 MHz,4,314,243,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 800 MHz,4,279,214,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 6 Core 1008 MHz,6,734,394,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 6 Core 1416 MHz,6,1065,462,NA,Unknown,Mobile/Embedded
ARM Cortex-A72 6 Core 1512 MHz,6,1183,533,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 4 Core 1844 MHz,4,1368,656,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 4 Core 1900 MHz,4,1547,610,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 4 Core 1989 MHz,4,1820,556,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 4 Core 2100 MHz,4,1185,570,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 6 Core 1896 MHz,6,1242,483,NA,Unknown,Unknown
ARM Cortex-A73 6 Core 1992 MHz,6,1311,479,NA,Unknown,Mobile/Embedded
ARM Cortex-A73 6 Core 2016 MHz,6,1445,605,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 1500 MHz,4,1488,649,NA,Unknown,Unknown
ARM Cortex-A76 4 Core 1800 MHz,4,3121,994,NA,Unknown,Mobile/Embedded
[Dual CPU] ARM Cortex-A76 4 Core 1800 MHz,4,3108,980,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 2400 MHz,4,2151,1051,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 2600 MHz,4,2320,1129,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 2700 MHz,4,2375,1168,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 2800 MHz,4,2460,1207,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 2900 MHz,4,2465,1342,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 3000 MHz,4,2547,1297,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 3100 MHz,4,2610,1328,NA,Unknown,Unknown
ARM Cortex-A76 4 Core 3200 MHz,4,2579,1291,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 3300 MHz,4,2493,1288,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 4 Core 3400 MHz,4,2580,1282,NA,Unknown,Mobile/Embedded
ARM Cortex-A76 8 Core 1800 MHz,8,2792,994,NA,Unknown,Mobile/Embedded
ARM Cortex-A78 4 Core 2000 MHz,4,3016,1121,NA,Unknown,"Laptop, Mobile/Embedded"
ARM Cortex-A78AE 6 Core 1510 MHz,6,2631,826,NA,Unknown,Unknown
ARM Cortex-A78AE 8 Core 1984 MHz,8,3954,952,NA,Unknown,Unknown
ARM Cortex-X1C 4 Core 2438 MHz,4,6007,1244,NA,Unknown,Unknown
ARM D2000/8 8 Core 2300 MHz,8,2674,589,NA,Unknown,Mobile/Embedded
ARM Falkor V1/Kryo 8 Core 1900 MHz,8,1652,542,NA,Unknown,Mobile/Embedded
ARM Firestorm 4 Core 2064 MHz,4,7804,2941,NA,Unknown,Mobile/Embedded
ARM Firestorm 8 Core 2064 MHz,8,6775,2804,NA,Unknown,Mobile/Embedded
ARM Firestorm-M1 4 Core 2064 MHz,4,7803,2964,NA,Unknown,Mobile/Embedded
ARM Firestorm-M1-Pro 8 Core 2064 MHz,8,9872,2999,NA,Unknown,Unknown
ARM FT-2000/4 4 Core 2200 MHz,4,881,565,NA,Unknown,Mobile/Embedded
"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz",24,9496,733,NA,Unknown,Mobile/Embedded
ARM Kryo-3XX-Gold 4 Core 1766 MHz,4,2222,877,NA,Unknown,Unknown
ARM Kryo-4XX-Gold 8 Core 1804 MHz,8,2531,1128,NA,Unknown,Mobile/Embedded
ARM Kunpeng-920 8 Core 2600 MHz,8,3910,735,NA,Unknown,Mobile/Embedded
ARM Neoverse-N1 128 Core 2800 MHz,128,43111,1239,NA,Unknown,Server
ARM Neoverse-N1 128 Core 3000 MHz,128,43229,1323,NA,Unknown,Server
ARM Neoverse-N1 32 Core 1700 MHz,32,11841,755,NA,Unknown,Server
ARM Neoverse-N1 64 Core 0 MHz,64,28064,1089,NA,Unknown,Server
ARM Neoverse-N1 64 Core 2200 MHz,64,20250,917,NA,Unknown,Unknown
ARM Neoverse-N1 80 Core 2600 MHz,80,18823,1127,NA,Unknown,Server
ARM Neoverse-N1 80 Core 2800 MHz,80,11755,434,NA,Unknown,Server
ARM Neoverse-N1 80 Core 3000 MHz,80,34639,1326,NA,Unknown,Server
ARM Neoverse-N1 96 Core 2800 MHz,96,29890,1248,NA,Unknown,Unknown
ARM Neoverse-N2 8 Core 2500 MHz,8,5544,1361,NA,Unknown,Unknown
ARM Neoverse-V2 72 Core 3465 MHz,72,57369,2328,NA,Unknown,Unknown
ARM Neoverse-V2 72 Core 3519 MHz,72,57240,2340,NA,Unknown,Server
ARM Phytium D3000 8 Core 2500 MHz,8,5528,1247,NA,Unknown,Unknown
ARM phytium FT1500a 4 Core 2000 MHz,4,1579,716,NA,Unknown,Mobile/Embedded
"ARM Phytium,D2000/8 8 Core 2000 MHz",8,2409,513,NA,Unknown,Mobile/Embedded
"ARM Phytium,D2000/8 8 Core 2300 MHz",8,2690,591,NA,Unknown,Mobile/Embedded
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",8,2500,587,NA,Unknown,Mobile/Embedded
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",8,2720,603,NA,Unknown,Mobile/Embedded
ARM X-Gene 32 Core 3000 MHz,32,8202,608,NA,Unknown,Mobile/Embedded
ARM X-Gene 32 Core 3300 MHz,32,8684,583,NA,Unknown,Mobile/Embedded
ASUS Tinker Board 2/2S,6,1771,910,NA,Unknown,Mobile/Embedded
Athlon 64 Dual Core 3800+,2,736,653,35,Unknown,Unknown
Athlon 64 Dual Core 5000+,2,850,924,89,Unknown,Desktop
Athlon 64 Dual Core 5600+,2,875,993,65,AM2,Desktop
Athlon Dual Core 4050e,2,670,744,45,AM2,Desktop
Athlon Dual Core 4450e,2,681,792,45,AM2,Desktop
Athlon Dual Core 4850e,2,769,861,45,AM2,Desktop
BCM2711,4,852,607,NA,Unknown,Mobile/Embedded
BCM2712,4,3236,1400,NA,Unknown,Mobile/Embedded
BCM2835,4,1239,700,NA,Unknown,Mobile/Embedded
Broadcom STB (Flattened Device Tree),4,659,412,NA,Unknown,Mobile/Embedded
Celeron Dual-Core T3000 @ 1.80GHz,2,687,748,35,PGA478,Laptop
Celeron Dual-Core T3100 @ 1.90GHz,2,599,637,35,BGA479,Laptop
Celeron Dual-Core T3300 @ 2.00GHz,2,633,711,35,Î¼FCPGA-478,Laptop
Celeron Dual-Core T3500 @ 2.10GHz,2,756,862,35,PGA478,Laptop
CentaurHauls @2000MHz,8,6549,1118,NA,Unknown,Desktop
CentaurHauls @2500MHz,8,8055,1384,NA,Unknown,Desktop
DG1301SML87HY,8,3624,727,NA,Unknown,Unknown
DO-Regular,1,1070,1277,NA,Unknown,Unknown
Dual-Core AMD Opteron 1220 SE,2,748,900,103,AM2,Server
Generic DT based system,4,632,459,NA,Unknown,Mobile/Embedded
Giada JHS558 (Android),6,2022,835,NA,Unknown,Mobile/Embedded
Google GS201,8,7313,2262,NA,Unknown,Mobile/Embedded
Google R11 BtWifi Evt1.1,2,187,240,NA,Unknown,Mobile/Embedded
Google Tensor,8,6727,2288,NA,Unknown,Mobile/Embedded
Google Tensor G3,9,8113,2410,NA,Unknown,Mobile/Embedded
Google Tensor G4,8,9075,2880,NA,Unknown,Mobile/Embedded
Grandstream GXV3480 Video Phone,4,1078,503,NA,Unknown,Mobile/Embedded
Hardkernel ODROID-N2Plus,6,2115,888,NA,Unknown,Mobile/Embedded
"Haydn based on Qualcomm Technologies, Inc SM8350",8,5359,1892,NA,Unknown,Mobile/Embedded
hi6210sft,8,796,269,NA,Unknown,Mobile/Embedded
High Performance Datacenter v,1,1610,1595,NA,Unknown,Unknown
HiSilicon Kirin,8,6669,2246,NA,Unknown,Mobile/Embedded
HiSilicon Kirin 659,8,1893,670,NA,Unknown,Mobile/Embedded
Hisilicon Kirin 925,8,1053,398,NA,Unknown,Mobile/Embedded
Hisilicon Kirin 930,8,1415,430,NA,Unknown,Mobile/Embedded
Hisilicon Kirin 935,8,1599,352,NA,Unknown,Mobile/Embedded
HiSilicon Kirin 950,8,2457,857,NA,Unknown,Mobile/Embedded
Hisilicon Kirin 955,8,2936,756,NA,Unknown,Mobile/Embedded
HiSilicon Kirin 960,8,2813,1097,NA,Unknown,Mobile/Embedded
HiSilicon Kirin 970,8,2908,1110,NA,Unknown,Mobile/Embedded
Hisilicon Kirin 990,8,3965,1658,NA,Unknown,Mobile/Embedded
Hisilicon Kirin710,8,2438,942,NA,Unknown,Mobile/Embedded
Hisilicon Kirin810,8,2945,1515,NA,Unknown,Mobile/Embedded
Hisilicon Kirin820,8,3893,1402,NA,Unknown,Mobile/Embedded
Hisilicon Kirin9000,8,5083,2490,NA,Unknown,Mobile/Embedded
Hisilicon Kirin970,8,2681,919,NA,Unknown,Mobile/Embedded
Hisilicon Kirin980,8,4376,1741,NA,Unknown,Mobile/Embedded
Hisilicon Kirin985,8,4162,1823,NA,Unknown,Mobile/Embedded
HP Hexa-Core 2.0GHz,4,1741,804,NA,Unknown,Unknown
Hygon C86 3185 8-core,8,9243,1881,95,Unknown,Desktop
Hygon C86 3250 8-core,8,11476,1741,NA,Unknown,Desktop
Hygon C86 3350 8-core,8,12292,1741,NA,Unknown,Unknown
Hygon C86 7255 16-core,16,18831,1490,NA,Unknown,Server
[Dual CPU] Hygon C86 S316 16-core,16,27680,1677,NA,Unknown,Desktop
Intel 2.80GHz,2,341,456,NA,Unknown,Unknown
Intel 300,2,7160,3235,46,FCLGA1700,Desktop
Intel Atom 230 @ 1.60GHz,1,169,185,4,BGA437,Desktop
Intel Atom 330 @ 1.60GHz,2,363,255,8,BGA437,Desktop
Intel Atom C1110,4,3170,1233,13,Unknown,Mobile/Embedded
Intel Atom C2338 @ 1.74GHz,2,584,233,7,FCBGA1283,Laptop
Intel Atom C2350 @ 1.74GHz,2,520,493,6,FCBGA1283,Server
Intel Atom C2358 @ 1.74GHz,2,578,391,7,FCBGA1283,Laptop
Intel Atom C2538 @ 2.40GHz,4,960,491,15,FCBGA1283,Laptop
Intel Atom C2550 @ 2.40GHz,4,1422,554,14,FCBGA1283,Server
Intel Atom C2558 @ 2.40GHz,4,1424,512,15,BGA 1283,"Laptop, Mobile/Embedded"
Intel Atom C2750 @ 2.40GHz,8,2789,694,20,FCBGA1283,Server
Intel Atom C2750 @ 2.41GHz,8,2174,291,20,BGA 1283,Server
Intel Atom C2758 @ 2.40GHz,8,2397,576,20,BGA 1283,"Laptop, Mobile/Embedded"
Intel Atom C3338 @ 1.50GHz,2,1028,806,8.5,FCBGA1310,"Server, Mobile/Embedded"
Intel Atom C3508 @ 1.60GHz,4,1796,636,11.5,FCBGA1310,Server
Intel Atom C3538 @ 2.10GHz,4,1889,744,15,FCBGA1310,Server
Intel Atom C3558 @ 2.20GHz,4,2431,856,16,FCBGA1310,Server
Intel Atom C3758 @ 2.20GHz,8,4614,867,25,FCBGA1310,Server
Intel Atom C3758R @ 2.40GHz,8,5116,956,26,FCBGA1310,Server
Intel Atom C3858 @ 2.00GHz,12,4707,652,25,FCBGA1310,Server
Intel Atom C3958 @ 2.00GHz,16,3929,737,31,FCBGA1310,Server
Intel Atom C5125,8,8631,1486,50,FCBGA2106,Server
Intel Atom D2500 @ 1.86GHz,2,241,323,10,BGA559,Desktop
Intel Atom D2550 @ 1.86GHz,2,409,322,10,BGA559,Desktop
Intel Atom D2560 @ 2.00GHz,2,433,353,10,Unknown,Desktop
Intel Atom D2700 @ 2.13GHz,2,467,378,10,BGA559,Desktop
Intel Atom D2701 @ 2.13GHz,2,511,384,10,BGA559,Laptop
Intel Atom D410 @ 1.66GHz,1,180,241,10,BGA559,Desktop
Intel Atom D425 @ 1.80GHz,1,204,271,10,BGA559,Desktop
Intel Atom D510 @ 1.66GHz,2,406,293,13,BGA559,Desktop
Intel Atom D525 @ 1.80GHz,2,402,304,13,BGA559,Desktop
Intel Atom E3805 @ 1.33GHz,2,406,376,3,FCBGA1170,Mobile/Embedded
Intel Atom E3815 @ 1.46GHz,1,184,266,5,FCBGA1170,Desktop
Intel Atom E3825 @ 1.33GHz,2,378,309,6,FCBGA1170,Desktop
Intel Atom E3826 @ 1.46GHz,2,304,395,7,FCBGA1170,Laptop
Intel Atom E3827 @ 1.74GHz,2,463,468,8,FCBGA1170,Laptop
Intel Atom E3840 @ 1.91GHz,4,704,477,NA,Unknown,Mobile/Embedded
Intel Atom E3845 @ 1.91GHz,4,1052,536,10,FCBGA1170,Desktop
Intel Atom E3900 @ 1.60GHz,4,1953,675,NA,Unknown,Laptop
Intel Atom N2100 @ 1.60GHz,1,188,310,NA,BGA559,Laptop
Intel Atom N2600 @ 1.60GHz,2,360,289,3.5,BGA559,Laptop
Intel Atom N270 @ 1.60GHz,1,136,174,2.5,BGA437,Laptop
Intel Atom N280 @ 1.66GHz,1,157,234,2.5,BGA437,Laptop
Intel Atom N2800 @ 1.86GHz,2,444,319,6.5,BGA559,Laptop
Intel Atom N435 @ 1.33GHz,1,153,220,NA,Unknown,Unknown
Intel Atom N450 @ 1.66GHz,1,203,277,5.5,BGA559,Laptop
Intel Atom N455 @ 1.66GHz,1,196,268,6.5,BGA559,Laptop
Intel Atom N470 @ 1.83GHz,1,224,308,6.5,BGA559,Laptop
Intel Atom N475 @ 1.83GHz,1,179,281,6.5,BGA559,Laptop
Intel Atom N550 @ 1.50GHz,2,283,239,8.5,BGA559,Laptop
Intel Atom N570 @ 1.66GHz,2,341,273,8.5,BGA559,Laptop
Intel Atom P5322,8,7378,1198,55,FCBGA2106,Server
Intel Atom P5342,16,12291,1187,71,FCBGA2106,Server
Intel Atom P5362,24,17276,1193,83,FCBGA2106,Server
Intel Atom S1260 @ 2.00GHz,2,526,313,8.5,FCBGA1283,Server
Intel Atom T5700 @ 1.70GHz,4,2363,906,NA,Unknown,Laptop
Intel Atom x5-E3930 @ 1.30GHz,2,928,642,6.5,BGA1296,Laptop
Intel Atom x5-E3940 @ 1.60GHz,4,1953,677,9.5,BGA1296,Laptop
Intel Atom x5-E8000 @ 1.04GHz,4,962,509,5,FCBGA1170,Laptop
Intel Atom x5-Z8300 @ 1.44GHz,4,814,455,4,UTFCBGA592,"Laptop, Mobile/Embedded"
Intel Atom x5-Z8330 @ 1.44GHz,4,809,458,4,Unknown,Laptop
Intel Atom x5-Z8350 @ 1.44GHz,4,891,471,4,UTFCBGA592,Laptop
Intel Atom x5-Z8500 @ 1.44GHz,4,1236,631,4,UTFCBGA1380,Laptop
Intel Atom x5-Z8550 @ 1.44GHz,4,1156,667,4,UTFCBGA1380,"Laptop, Mobile/Embedded"
Intel Atom x6211E @ 1.20GHz,2,1695,1304,6,FCBGA1493,Mobile/Embedded
Intel Atom x6211E @ 1.30GHz,2,1833,1208,6,FCBGA1493,Mobile/Embedded
Intel Atom x6214RE @ 1.40GHz,2,1109,754,6,FCBGA1493,Mobile/Embedded
Intel Atom x6413E @ 1.50GHz,4,3903,1509,9,FCBGA1493,Mobile/Embedded
Intel Atom x6414RE @ 1.50GHz,4,1544,608,9,FCBGA1493,Mobile/Embedded
Intel Atom x6425E @ 2.00GHz,4,3905,1516,12,FCBGA1493,Mobile/Embedded
Intel Atom x6425RE @ 1.90GHz,4,2990,1020,12,FCBGA1493,Mobile/Embedded
Intel Atom x6427FE @ 1.90GHz,4,3196,1016,12,FCBGA1493,Mobile/Embedded
Intel Atom x7-E3950 @ 1.60GHz,4,2096,742,12,BGA1296,Laptop
Intel Atom x7-Z8700 @ 1.60GHz,4,1330,650,4,BGA1380,Laptop
Intel Atom x7-Z8750 @ 1.60GHz,4,1289,679,4,UTFCBGA1380,Laptop
Intel Atom x7425E,4,5502,1970,12,FCBGA1264,Mobile/Embedded
Intel Atom x7433RE,4,4194,1339,9,FCBGA1264,Mobile/Embedded
Intel Atom x7835RE,8,8400,1974,12,FCBGA1264,Mobile/Embedded
Intel Atom Z2760 @ 1.80GHz,2,298,206,NA,FC-MB4760,Laptop
Intel Atom Z3530 @ 1.33GHz,4,565,368,NA,FC-MB5T1064,Mobile/Embedded
Intel Atom Z3560 @ 1.00GHz,4,749,486,NA,Unknown,Mobile/Embedded
Intel Atom Z3560 @ 1.83GHz,4,690,476,NA,Unknown,Mobile/Embedded
Intel Atom Z3580 @ 1.33GHz,4,802,587,NA,Unknown,"Laptop, Mobile/Embedded"
Intel Atom Z3735D @ 1.33GHz,4,704,544,4.4,Unknown,Laptop
Intel Atom Z3735E @ 1.33GHz,4,557,478,4.4,UTFCBGA1380,Laptop
Intel Atom Z3735F @ 1.33GHz,4,541,387,4.4,UTFCBGA592,Laptop
Intel Atom Z3735G @ 1.33GHz,4,772,476,4.4,Unknown,Laptop
Intel Atom Z3736F @ 1.33GHz,4,496,423,4.4,UTFCBGA592,Laptop
Intel Atom Z3740 @ 1.33GHz,4,621,410,4,UTFCBGA1380,Laptop
Intel Atom Z3740D @ 1.33GHz,4,614,459,4.4,UTFCBGA1380,Laptop
Intel Atom Z3745 @ 1.33GHz,4,621,435,4,UTFCBGA1380,Laptop
Intel Atom Z3745D @ 1.33GHz,4,599,415,4.4,Unknown,Laptop
Intel Atom Z3770 @ 1.46GHz,4,736,539,4,UTFCBGA1380,Laptop
Intel Atom Z3770D @ 1.49GHz,4,488,361,4.4,BGA1380,Laptop
Intel Atom Z3775 @ 1.46GHz,4,704,505,4,UTFCBGA1380,Laptop
Intel Atom Z3775D @ 1.49GHz,4,794,646,4.4,UTFCBGA1380,Laptop
Intel Atom Z3795 @ 1.60GHz,4,1188,640,4,UTFCBGA1380,Laptop
Intel Atom Z520 @ 1.33GHz,1,122,151,2,BGA441,Laptop
Intel Atom Z530 @ 1.60GHz,1,183,161,2,BGA441,Laptop
Intel Atom Z670 @ 1.50GHz,1,158,95,3,BGA518,Laptop
Intel CC150 @ 3.50GHz,8,14570,2146,NA,FCLGA1151,Unknown
Intel Celeron 1.70GHz,1,101,190,NA,Unknown,Unknown
Intel Celeron 1.80GHz,1,96,307,66.1,PPGA478,Desktop
Intel Celeron 1000M @ 1.80GHz,2,1069,973,35,FCPGA988,Laptop
Intel Celeron 1000MHz,1,139,174,NA,Unknown,Unknown
Intel Celeron 1005M @ 1.90GHz,2,1108,1016,35,FCPGA988,Laptop
Intel Celeron 1007U @ 1.50GHz,2,839,772,17,FCBGA1023,Laptop
Intel Celeron 1017U @ 1.60GHz,2,893,810,17,FCBGA1023,Laptop
Intel Celeron 1019Y @ 1.00GHz,2,576,521,10,FCBGA1023,Desktop
Intel Celeron 1020E @ 2.20GHz,2,1406,1224,35,"FCBGA1023, FCP",Laptop
Intel Celeron 1020M @ 2.10GHz,2,1275,1176,35,FCPGA988,Laptop
Intel Celeron 1037U @ 1.80GHz,2,998,936,17,FCBGA1023,Laptop
Intel Celeron 1047UE @ 1.40GHz,2,748,526,17,FCBGA1023,Desktop
Intel Celeron 1100MHz,1,113,183,NA,Unknown,Unknown
Intel Celeron 1200MHz,1,159,212,NA,Unknown,Unknown
Intel Celeron 2.00GHz,1,125,338,52.8,PPGA478,Desktop
Intel Celeron 2.13GHz,1,166,361,NA,Unknown,Unknown
Intel Celeron 2.20GHz,1,139,349,NA,Unknown,Unknown
Intel Celeron 2.26GHz,1,182,382,NA,Unknown,Unknown
Intel Celeron 2.30GHz,1,148,364,NA,Unknown,Unknown
Intel Celeron 2.40GHz,1,143,397,NA,Unknown,Unknown
Intel Celeron 2.50GHz,1,164,431,NA,Unknown,Unknown
Intel Celeron 2.53GHz,1,222,396,NA,Unknown,Unknown
Intel Celeron 2.60GHz,1,143,353,NA,Unknown,Unknown
Intel Celeron 2.66GHz,1,131,359,NA,Unknown,Unknown
Intel Celeron 2.70GHz,1,159,386,NA,Unknown,Unknown
Intel Celeron 2.80GHz,1,190,425,68.4,PPGA478,Desktop
Intel Celeron 2.93GHz,1,230,396,NA,Unknown,Unknown
Intel Celeron 2000E @ 2.20GHz,2,1607,1282,37,FCBGA1364,Laptop
Intel Celeron 2002E @ 1.50GHz,2,1091,871,25,FCBGA1364,Laptop
Intel Celeron 215 @ 1.33GHz,1,174,440,27,BGA479,Laptop
Intel Celeron 220 @ 1.20GHz,1,209,255,19,BGA479,Desktop
Intel Celeron 2950M @ 2.00GHz,2,1234,1143,37,FCPGA946,Laptop
Intel Celeron 2955U @ 1.40GHz,2,877,781,15,FCBGA1168,Laptop
Intel Celeron 2957U @ 1.40GHz,2,854,780,15,FCBGA1168,Laptop
Intel Celeron 2961Y @ 1.10GHz,2,684,634,11.5,Unknown,Laptop
Intel Celeron 2970M @ 2.20GHz,2,1501,1245,37,FCPGA946,Laptop
Intel Celeron 2980U @ 1.60GHz,2,1056,929,15,FCBGA1168,Laptop
Intel Celeron 2981U @ 1.60GHz,2,1036,899,15,BGA1168,Laptop
Intel Celeron 3.06GHz,1,307,544,NA,Unknown,Unknown
Intel Celeron 3.20GHz,1,267,599,NA,Unknown,Unknown
Intel Celeron 3.33GHz,1,263,528,NA,Unknown,Unknown
Intel Celeron 3205U @ 1.50GHz,2,947,907,15,FCBGA1168,Laptop
Intel Celeron 3215U @ 1.70GHz,2,1083,1015,15,FCBGA1168,Laptop
Intel Celeron 3755U @ 1.70GHz,2,1182,1022,15,FCBGA1168,Laptop
Intel Celeron 3765U @ 1.90GHz,2,1252,1171,15,FCBGA1168,Laptop
Intel Celeron 3855U @ 1.60GHz,2,1219,900,15,FCBGA1356,Laptop
Intel Celeron 3865U @ 1.80GHz,2,1321,1034,15,BGA1356,Laptop
Intel Celeron 3867U @ 1.80GHz,2,1467,1092,15,FCBGA1356,Laptop
Intel Celeron 3955U @ 2.00GHz,2,1478,1173,15,FCBGA1356,Laptop
Intel Celeron 3965U @ 2.20GHz,2,1732,1339,15,FCBGA1356,Laptop
Intel Celeron 3965Y @ 1.50GHz,2,1194,901,6,FCBGA1515,Laptop
Intel Celeron 420 @ 1.60GHz,1,235,471,35,LGA775,Desktop
Intel Celeron 4205U @ 1.80GHz,2,1367,1039,15,FCBGA1528,Laptop
Intel Celeron 430 @ 1.80GHz,1,280,615,35,LGA775,Desktop
Intel Celeron 4305U @ 2.20GHz,2,1807,1365,15,FCBGA1528,Mobile/Embedded
Intel Celeron 4305UE @ 2.00GHz,2,1699,1163,15,FCBGA1528,"Laptop, Mobile/Embedded"
Intel Celeron 440 @ 2.00GHz,1,368,444,35,LGA775,Desktop
Intel Celeron 450 @ 2.20GHz,1,415,713,35,LGA775,Desktop
Intel Celeron 5205U @ 1.90GHz,2,1427,1102,15,FCBGA1528,Laptop
Intel Celeron 530 @ 1.73GHz,1,268,468,27,PGA478,Laptop
Intel Celeron 540 @ 1.86GHz,1,305,550,30,PGA478,Laptop
Intel Celeron 550 @ 2.00GHz,1,334,662,31,BGA479,Laptop
Intel Celeron 560 @ 2.13GHz,1,339,632,31,PGA478,Laptop
Intel Celeron 570 @ 2.26GHz,1,344,431,31,PGA478,Laptop
Intel Celeron 6305 @ 1.80GHz,2,2075,1194,NA,FCBGA1449,Laptop
Intel Celeron 6305E @ 1.80GHz,2,2008,1176,15,FCBGA1449,Mobile/Embedded
Intel Celeron 6600HE @ 2.60GHz,2,3286,1764,35,FCBGA1787,Mobile/Embedded
Intel Celeron 723 @ 1.20GHz,1,213,460,10,BGA956,Laptop
Intel Celeron 7305,5,2470,814,15,FCBGA1744,Laptop
Intel Celeron 7305E,5,2404,805,15,FCBGA1744,Mobile/Embedded
Intel Celeron 743 @ 1.30GHz,1,275,496,10,BGA956,Laptop
Intel Celeron 807 @ 1.50GHz,1,392,608,17,BGA-1023,Laptop
Intel Celeron 807UE @ 1.00GHz,1,241,421,10,BGA-1023,Laptop
Intel Celeron 827E @ 1.40GHz,1,371,674,17,FCBGA1023,Laptop
Intel Celeron 847 @ 1.10GHz,2,480,473,17,BGA1023,Laptop
Intel Celeron 847E @ 1.10GHz,2,584,520,17,FCBGA1023,Laptop
Intel Celeron 857 @ 1.20GHz,2,569,476,17,BGA1023,Laptop
Intel Celeron 867 @ 1.30GHz,2,562,584,17,BGA1023,Laptop
Intel Celeron 877 @ 1.40GHz,2,692,645,17,BGA1023,Laptop
Intel Celeron 887 @ 1.50GHz,2,754,703,17,BGA1023,Laptop
Intel Celeron 900 @ 2.20GHz,1,410,831,34.8,PGA478,Laptop
Intel Celeron 925 @ 2.30GHz,1,477,910,35,Unknown,Laptop
Intel Celeron @ 1.30GHz,1,572,610,NA,Unknown,Unknown
Intel Celeron B710 @ 1.60GHz,1,106,101,35,rPGA988B,Laptop
Intel Celeron B800 @ 1.50GHz,2,657,642,35,PGA988B,Laptop
Intel Celeron B810 @ 1.60GHz,2,775,754,35,PGA988B,Laptop
Intel Celeron B815 @ 1.60GHz,2,731,705,35,PGA988B,Laptop
Intel Celeron B820 @ 1.70GHz,2,802,749,35,PGA988B,Laptop
Intel Celeron B830 @ 1.80GHz,2,863,828,35,rPGA988B,Laptop
Intel Celeron B840 @ 1.90GHz,2,967,882,35,PGA988B,Laptop
Intel Celeron D 347 @ 3.06GHz,1,232,565,86,PLGA775,Desktop
Intel Celeron D 352 @ 3.20GHz,1,274,576,86,PLGA775,Desktop
Intel Celeron D 356 @ 3.33GHz,1,251,619,86,PLGA775,Desktop
Intel Celeron D 360 @ 3.46GHz,1,372,712,65,PLGA775,Desktop
Intel Celeron D 420 @ 1.60GHz,1,313,388,35,LGA775,Desktop
Intel Celeron E1200 @ 1.60GHz,2,516,580,65,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,2,735,758,65,LGA775,Desktop
Intel Celeron E1500 @ 2.20GHz,2,626,764,65,LGA775,Desktop
Intel Celeron E1600 @ 2.40GHz,2,840,916,65,LGA775,Desktop
Intel Celeron E3200 @ 2.40GHz,2,839,970,65,LGA775,Desktop
Intel Celeron E3300 @ 2.50GHz,2,795,967,65,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,2,869,1001,65,LGA775,Desktop
Intel Celeron E3500 @ 2.70GHz,2,935,1154,65,LGA775,Desktop
Intel Celeron G1101 @ 2.27GHz,2,1086,929,73,FCLGA1156,Desktop
Intel Celeron G1610 @ 2.60GHz,2,1519,1377,55,FCLGA1155,Desktop
Intel Celeron G1610T @ 2.30GHz,2,1327,1207,35,LGA1155,Desktop
Intel Celeron G1620 @ 2.70GHz,2,1560,1451,55,FCLGA1155,Desktop
Intel Celeron G1620T @ 2.40GHz,2,1541,1332,35,LGA1155,Desktop
Intel Celeron G1630 @ 2.80GHz,2,1707,1553,55,FCLGA1155,Desktop
Intel Celeron G1820 @ 2.70GHz,2,1718,1540,53,FCLGA1150,Desktop
Intel Celeron G1820T @ 2.40GHz,2,1631,1394,35,LGA1150,Desktop
Intel Celeron G1820TE @ 2.20GHz,2,1020,978,35,LGA1150,Desktop
